customerID,tenure,Contract,InternetService,MonthlyCharges,churn_probability,risk_tier
7446-SFAOA,37,One year,No,19.85,3.3,🟢 Low risk
8194-PEEBY,24,One year,No,19.9,3.3,🟢 Low risk
3021-VLNRJ,50,One year,DSL,70.8,3.3,🟢 Low risk
1834-WULEG,24,One year,No,20.25,3.3,🟢 Low risk
2150-OEGBV,27,One year,No,20.1,3.3,🟢 Low risk
9531-NSBMR,36,One year,No,19.25,3.3,🟢 Low risk
8908-SLFCJ,21,Two year,No,20.85,3.3,🟢 Low risk
6682-VCIXC,43,One year,DSL,51.25,3.3,🟢 Low risk
9801-NOSHQ,23,One year,No,19.8,3.3,🟢 Low risk
7337-CINUD,8,Two year,No,19.5,3.3,🟢 Low risk
8659-IOOPU,71,Two year,Fiber optic,100.45,3.3,🟢 Low risk
9424-CMPOG,9,Two year,No,19.6,3.3,🟢 Low risk
0334-ZFJSR,55,One year,DSL,66.05,3.3,🟢 Low risk
4872-VXRIL,56,One year,DSL,64.65,3.3,🟢 Low risk
0743-HNPFG,51,One year,DSL,69.75,3.3,🟢 Low risk
8760-ZRHKE,71,One year,DSL,69.2,3.3,🟢 Low risk
4795-UXVCJ,26,One year,No,19.8,3.3,🟢 Low risk
3055-VTCGS,63,One year,DSL,58.55,3.3,🟢 Low risk
8873-TMKGR,29,One year,No,19.1,3.2,🟢 Low risk
3392-EHMNK,67,Two year,Fiber optic,94.1,3.2,🟢 Low risk
8565-WUXZU,72,Two year,Fiber optic,84.8,3.2,🟢 Low risk
9648-BCHKM,18,Two year,No,24.65,3.2,🟢 Low risk
6754-LZUKA,61,Two year,DSL,80.9,3.2,🟢 Low risk
3982-JGSFD,36,One year,No,20.35,3.2,🟢 Low risk
5519-TEEUH,33,One year,No,20.15,3.2,🟢 Low risk
7632-YUTXB,25,One year,No,20.05,3.2,🟢 Low risk
9739-JLPQJ,72,Two year,Fiber optic,117.5,3.2,🟢 Low risk
8148-WOCMK,8,Two year,No,19.6,3.2,🟢 Low risk
1936-UAFEH,68,Two year,Fiber optic,110.25,3.2,🟢 Low risk
7605-BDWDC,31,Two year,DSL,49.85,3.2,🟢 Low risk
4611-ANLQC,60,One year,DSL,50.05,3.2,🟢 Low risk
5944-UGLLK,53,One year,DSL,54.9,3.2,🟢 Low risk
4716-MRVEN,29,One year,No,20.0,3.2,🟢 Low risk
0310-SUCIN,71,One year,DSL,84.8,3.2,🟢 Low risk
6691-CCIHA,62,Two year,DSL,84.95,3.2,🟢 Low risk
2197-OMWGI,68,Two year,DSL,53.0,3.2,🟢 Low risk
5453-YBTWV,70,Two year,Fiber optic,101.1,3.2,🟢 Low risk
2995-YWTCD,19,Two year,No,24.9,3.2,🟢 Low risk
4707-YNOQA,34,One year,No,25.6,3.2,🟢 Low risk
4730-AWNAU,36,One year,DSL,60.7,3.2,🟢 Low risk
1734-ZMNTZ,11,Two year,No,25.0,3.2,🟢 Low risk
1872-EBWSC,29,One year,No,20.35,3.2,🟢 Low risk
8510-TMWYB,54,Two year,DSL,59.8,3.2,🟢 Low risk
4227-OJHAL,68,One year,DSL,73.0,3.2,🟢 Low risk
4667-QONEA,60,One year,DSL,74.85,3.2,🟢 Low risk
1494-EJZDW,10,Two year,No,20.15,3.2,🟢 Low risk
8097-OMULG,59,One year,DSL,76.75,3.2,🟢 Low risk
6598-KELSS,50,One year,DSL,43.05,3.2,🟢 Low risk
9955-QOPOY,69,One year,DSL,60.8,3.2,🟢 Low risk
8727-XDPUD,37,Two year,DSL,35.8,3.2,🟢 Low risk
9000-PLFUZ,60,Two year,DSL,49.45,3.1,🟢 Low risk
3057-VJJQE,35,Two year,DSL,55.25,3.1,🟢 Low risk
4452-ROHMO,15,Two year,No,19.6,3.1,🟢 Low risk
9570-KYEUA,64,Two year,Fiber optic,99.25,3.1,🟢 Low risk
7109-CQYUZ,52,Two year,DSL,89.25,3.1,🟢 Low risk
2650-GYRYL,33,One year,No,19.45,3.1,🟢 Low risk
9224-VTYID,47,Two year,DSL,90.5,3.1,🟢 Low risk
7026-YMSBE,30,One year,No,19.7,3.1,🟢 Low risk
2933-XEUJM,46,Two year,DSL,79.2,3.1,🟢 Low risk
7622-FWGEW,56,Two year,DSL,85.65,3.1,🟢 Low risk
7277-KAMWT,13,Two year,No,20.0,3.1,🟢 Low risk
8007-YYPWD,15,Two year,No,25.05,3.1,🟢 Low risk
4530-NDRKU,42,One year,No,19.05,3.1,🟢 Low risk
2789-CZANW,64,Two year,Fiber optic,110.3,3.1,🟢 Low risk
2550-AEVRU,57,One year,DSL,53.45,3.1,🟢 Low risk
0486-LGCCH,11,Two year,No,19.65,3.1,🟢 Low risk
9777-IQHWP,64,Two year,Fiber optic,93.4,3.1,🟢 Low risk
6463-HHXJR,71,Two year,Fiber optic,100.5,3.1,🟢 Low risk
6188-UXBBR,38,One year,No,20.25,3.1,🟢 Low risk
7247-XOZPB,53,One year,DSL,77.4,3.1,🟢 Low risk
4890-VMUAV,63,One year,DSL,71.5,3.1,🟢 Low risk
5386-THSLQ,66,One year,DSL,45.55,3.1,🟢 Low risk
0835-DUUIQ,24,One year,No,21.05,3.1,🟢 Low risk
6121-TNHBO,63,One year,DSL,83.0,3.0,🟢 Low risk
5232-NXPAY,47,Two year,DSL,74.45,3.0,🟢 Low risk
9108-EQPNQ,10,Two year,No,26.1,3.0,🟢 Low risk
9297-FVVDH,57,Two year,DSL,84.5,3.0,🟢 Low risk
1265-HVPZB,59,One year,DSL,66.4,3.0,🟢 Low risk
6823-SIDFQ,28,One year,No,18.25,3.0,🟢 Low risk
6447-EGDIV,31,One year,No,20.95,3.0,🟢 Low risk
5917-RYRMG,32,One year,No,19.8,3.0,🟢 Low risk
1022-RKXDR,41,One year,No,24.85,3.0,🟢 Low risk
0853-TWRVK,72,Two year,Fiber optic,105.6,3.0,🟢 Low risk
9227-UAQFT,16,Two year,No,19.75,3.0,🟢 Low risk
3458-IDMFK,25,Two year,No,20.75,3.0,🟢 Low risk
2088-IEBAU,68,Two year,DSL,88.15,3.0,🟢 Low risk
2167-FQSTQ,72,Two year,DSL,92.4,3.0,🟢 Low risk
1498-NHTLT,59,Two year,DSL,86.75,3.0,🟢 Low risk
1776-SPBWV,34,One year,No,20.1,3.0,🟢 Low risk
0164-XAIRP,24,Two year,No,19.55,3.0,🟢 Low risk
7945-HLKEA,60,One year,DSL,64.75,3.0,🟢 Low risk
1960-UOTYM,52,Two year,DSL,79.2,3.0,🟢 Low risk
9251-WNSOD,67,One year,DSL,75.1,3.0,🟢 Low risk
3655-SNQYZ,69,Two year,Fiber optic,113.25,3.0,🟢 Low risk
6242-FEGFD,66,Two year,Fiber optic,96.6,3.0,🟢 Low risk
8221-HVAYI,35,Two year,DSL,69.15,2.9,🟢 Low risk
4615-PIVVU,42,Two year,DSL,66.5,2.9,🟢 Low risk
7670-ZBPOQ,58,One year,DSL,61.05,2.9,🟢 Low risk
1023-BQXZE,57,Two year,DSL,74.35,2.9,🟢 Low risk
2878-DHMIN,35,One year,No,19.9,2.9,🟢 Low risk
9236-NDUCW,21,Two year,DSL,35.1,2.9,🟢 Low risk
4178-EGMON,70,Two year,Fiber optic,88.0,2.9,🟢 Low risk
6339-RZCBJ,48,Two year,DSL,78.9,2.9,🟢 Low risk
7244-QWYHG,50,One year,DSL,44.45,2.9,🟢 Low risk
5914-GXMDA,32,One year,No,19.3,2.9,🟢 Low risk
9258-CNWAC,71,Two year,Fiber optic,113.65,2.9,🟢 Low risk
2773-MADBQ,36,Two year,DSL,53.1,2.9,🟢 Low risk
8207-DMRVL,72,Two year,Fiber optic,114.55,2.9,🟢 Low risk
7305-ZWMAJ,30,One year,No,20.7,2.9,🟢 Low risk
5442-PPTJY,12,Two year,No,19.7,2.9,🟢 Low risk
8999-YPYBV,45,Two year,DSL,84.35,2.9,🟢 Low risk
8106-GWQOK,38,Two year,DSL,60.0,2.9,🟢 Low risk
3525-DVKFN,17,Two year,No,19.4,2.9,🟢 Low risk
5322-TEUJK,71,Two year,Fiber optic,114.6,2.9,🟢 Low risk
0219-QAERP,30,One year,No,19.8,2.9,🟢 Low risk
3133-PZNSR,72,Two year,Fiber optic,97.75,2.8,🟢 Low risk
8292-FRFZQ,39,One year,DSL,41.15,2.8,🟢 Low risk
2430-RRYUW,66,One year,DSL,54.8,2.8,🟢 Low risk
4393-GEADV,70,Two year,Fiber optic,114.75,2.8,🟢 Low risk
0756-MPZRL,46,One year,DSL,33.7,2.8,🟢 Low risk
3721-WKIIL,27,Two year,No,19.6,2.8,🟢 Low risk
0854-UYHZD,13,Two year,No,19.55,2.8,🟢 Low risk
8311-UEUAB,67,Two year,DSL,75.5,2.8,🟢 Low risk
2516-XSJKX,41,Two year,DSL,78.45,2.8,🟢 Low risk
9470-YFUYI,71,One year,DSL,71.0,2.8,🟢 Low risk
7173-TETGO,72,Two year,Fiber optic,78.5,2.8,🟢 Low risk
3266-FTKHB,17,Two year,No,19.15,2.8,🟢 Low risk
3489-VSFRD,56,One year,DSL,60.25,2.8,🟢 Low risk
6828-HMKWP,12,Two year,No,21.05,2.8,🟢 Low risk
2632-IVXVF,68,Two year,Fiber optic,111.75,2.8,🟢 Low risk
9906-NHHVC,65,Two year,DSL,53.5,2.8,🟢 Low risk
6223-DHJGV,42,One year,No,20.65,2.8,🟢 Low risk
6437-UDQJM,72,Two year,DSL,84.1,2.8,🟢 Low risk
3720-DBRWL,51,Two year,DSL,83.85,2.8,🟢 Low risk
2040-XBAVJ,72,Two year,Fiber optic,114.45,2.8,🟢 Low risk
8510-BBWMU,41,One year,No,19.75,2.8,🟢 Low risk
5394-MEITZ,60,Two year,DSL,80.6,2.8,🟢 Low risk
9548-ZMVTX,72,Two year,Fiber optic,90.45,2.8,🟢 Low risk
6161-ERDGD,71,One year,DSL,85.45,2.8,🟢 Low risk
9309-BZGNT,69,One year,DSL,29.8,2.8,🟢 Low risk
0064-SUDOG,12,Two year,No,20.3,2.8,🟢 Low risk
4114-QMKVN,56,One year,DSL,68.75,2.8,🟢 Low risk
2091-GPPIQ,72,Two year,DSL,78.95,2.8,🟢 Low risk
2541-YGPKE,42,One year,DSL,63.7,2.8,🟢 Low risk
1843-TLSGD,13,Two year,No,20.85,2.8,🟢 Low risk
0810-DHDBD,52,One year,DSL,74.0,2.8,🟢 Low risk
2819-GWENI,28,One year,No,19.9,2.8,🟢 Low risk
5158-RIVOP,11,Two year,No,20.9,2.8,🟢 Low risk
5871-DGTXZ,32,One year,No,19.8,2.8,🟢 Low risk
0078-XZMHT,72,Two year,DSL,85.15,2.8,🟢 Low risk
1328-EUZHC,18,Two year,No,20.1,2.8,🟢 Low risk
5197-YPYBZ,12,Two year,No,25.25,2.8,🟢 Low risk
1839-UMACK,42,One year,No,25.05,2.8,🟢 Low risk
4750-UKWJK,37,One year,No,19.6,2.8,🟢 Low risk
4568-KNYWR,52,Two year,DSL,63.25,2.7,🟢 Low risk
5696-JVVQY,48,Two year,DSL,70.1,2.7,🟢 Low risk
4573-JKNAE,12,Two year,No,19.35,2.7,🟢 Low risk
2277-AXSDC,32,One year,No,19.75,2.7,🟢 Low risk
8717-VCTXJ,42,One year,No,19.55,2.7,🟢 Low risk
8932-CZHRQ,68,One year,DSL,76.75,2.7,🟢 Low risk
7469-LKBCI,16,Two year,No,18.95,2.7,🟢 Low risk
7973-DZRKH,66,Two year,Fiber optic,90.95,2.7,🟢 Low risk
2126-GSEGL,70,Two year,DSL,84.8,2.7,🟢 Low risk
7025-WCBNE,47,Two year,DSL,59.6,2.7,🟢 Low risk
9867-XOBQA,21,Two year,DSL,53.15,2.7,🟢 Low risk
1897-RCFUM,39,One year,No,24.2,2.7,🟢 Low risk
8143-ETQTI,23,Two year,No,19.65,2.7,🟢 Low risk
5318-YKDPV,43,Two year,DSL,79.15,2.7,🟢 Low risk
2612-PHGOX,64,Two year,DSL,76.1,2.7,🟢 Low risk
5918-VUKWP,32,One year,No,20.55,2.7,🟢 Low risk
3230-IUALN,45,Two year,DSL,81.0,2.7,🟢 Low risk
8398-TBIYD,72,Two year,Fiber optic,84.7,2.7,🟢 Low risk
9150-HEPMB,56,One year,DSL,52.7,2.7,🟢 Low risk
8782-NUUOL,60,One year,DSL,79.0,2.7,🟢 Low risk
2521-NPUZR,70,Two year,Fiber optic,101.0,2.7,🟢 Low risk
2193-SFWQW,72,Two year,Fiber optic,111.95,2.7,🟢 Low risk
7054-DMVAS,54,Two year,DSL,65.3,2.7,🟢 Low risk
7473-ZBDSN,14,Two year,No,18.8,2.7,🟢 Low risk
4032-RMHCI,41,One year,DSL,35.4,2.7,🟢 Low risk
4115-UMJFQ,69,One year,DSL,35.75,2.7,🟢 Low risk
5627-TVBPP,35,One year,No,20.1,2.7,🟢 Low risk
6418-HNFED,51,Two year,DSL,83.25,2.7,🟢 Low risk
9919-FZDED,72,Two year,DSL,84.1,2.7,🟢 Low risk
9359-UGBTK,67,One year,DSL,72.35,2.7,🟢 Low risk
3865-ZFZIB,19,Two year,No,19.65,2.6,🟢 Low risk
5055-BRMNE,67,Two year,Fiber optic,106.7,2.6,🟢 Low risk
1982-FEBTD,23,Two year,No,25.6,2.6,🟢 Low risk
3649-JPUGY,72,Two year,DSL,88.6,2.6,🟢 Low risk
0945-TSONX,47,Two year,DSL,85.3,2.6,🟢 Low risk
9178-JHUVJ,24,Two year,No,24.1,2.6,🟢 Low risk
3740-RLMVT,67,One year,DSL,60.95,2.6,🟢 Low risk
6013-BHCAW,61,Two year,DSL,81.0,2.6,🟢 Low risk
7596-IIWYC,27,Two year,No,20.25,2.6,🟢 Low risk
5849-ASHZJ,27,One year,No,20.05,2.6,🟢 Low risk
1051-EQPZR,44,Month-to-month,No,19.6,2.6,🟢 Low risk
3506-OVLKD,35,One year,No,26.2,2.6,🟢 Low risk
1089-XZWHH,24,Two year,No,19.7,2.6,🟢 Low risk
5788-YPOEG,34,Two year,DSL,84.75,2.6,🟢 Low risk
1936-CZAKF,49,Two year,DSL,49.65,2.6,🟢 Low risk
2890-WFBHU,59,One year,DSL,79.85,2.6,🟢 Low risk
5696-EXCYS,17,Two year,No,19.45,2.6,🟢 Low risk
8512-WIWYV,32,One year,No,20.35,2.6,🟢 Low risk
6631-HMANX,72,Two year,DSL,85.45,2.6,🟢 Low risk
5387-ASZNZ,66,One year,DSL,63.85,2.6,🟢 Low risk
2599-CIPQE,71,Two year,Fiber optic,109.3,2.6,🟢 Low risk
6901-GOGZG,60,Two year,DSL,84.95,2.6,🟢 Low risk
5127-BZENZ,56,One year,DSL,65.2,2.6,🟢 Low risk
0559-CKHUS,29,Two year,No,19.55,2.6,🟢 Low risk
5684-FJVYR,72,Two year,Fiber optic,90.35,2.6,🟢 Low risk
9253-VIFJQ,65,One year,DSL,67.05,2.5,🟢 Low risk
1293-HHSHJ,35,One year,No,21.1,2.5,🟢 Low risk
5148-HKFIR,20,Two year,No,19.7,2.5,🟢 Low risk
8466-PZBLH,67,Two year,Fiber optic,104.6,2.5,🟢 Low risk
1122-YJBCS,69,One year,DSL,53.65,2.5,🟢 Low risk
5762-TJXGK,52,Two year,DSL,58.75,2.5,🟢 Low risk
6754-WKSHP,30,One year,No,25.35,2.5,🟢 Low risk
0707-HOVVN,70,Two year,DSL,75.5,2.5,🟢 Low risk
9509-MPYOD,35,One year,No,20.75,2.5,🟢 Low risk
0121-SNYRK,50,One year,DSL,35.4,2.5,🟢 Low risk
0604-THJFP,59,Two year,DSL,75.95,2.5,🟢 Low risk
2845-KDHVX,64,Two year,DSL,68.3,2.5,🟢 Low risk
4962-CHQPW,29,One year,No,19.85,2.5,🟢 Low risk
0916-KNFAJ,61,Two year,DSL,69.9,2.5,🟢 Low risk
9926-PJHDQ,72,Two year,DSL,76.8,2.5,🟢 Low risk
4950-HKQTE,22,Two year,No,26.25,2.5,🟢 Low risk
3181-VTHOE,70,One year,DSL,51.05,2.5,🟢 Low risk
5197-LQXXH,71,Two year,DSL,83.3,2.5,🟢 Low risk
2333-KWEWW,18,Two year,No,20.05,2.5,🟢 Low risk
1813-JYWTO,72,Two year,Fiber optic,80.45,2.5,🟢 Low risk
7639-LIAYI,52,Two year,DSL,79.75,2.5,🟢 Low risk
6094-ZIVKX,68,One year,DSL,54.45,2.5,🟢 Low risk
4751-ERMAN,72,Two year,DSL,75.4,2.5,🟢 Low risk
0023-UYUPN,50,One year,No,25.2,2.5,🟢 Low risk
4056-QHXHZ,72,Two year,Fiber optic,107.45,2.5,🟢 Low risk
2266-FUBDZ,15,Two year,No,19.35,2.5,🟢 Low risk
2351-BKRZW,43,Two year,DSL,75.2,2.5,🟢 Low risk
6681-ZSEXG,56,Two year,DSL,59.5,2.5,🟢 Low risk
2580-ASVVY,37,Two year,DSL,45.4,2.5,🟢 Low risk
6872-HXFNF,64,One year,DSL,58.35,2.4,🟢 Low risk
3812-LRZIR,27,Two year,No,24.5,2.4,🟢 Low risk
5245-VDBUR,52,One year,DSL,35.45,2.4,🟢 Low risk
2498-XLDZR,32,Two year,DSL,73.6,2.4,🟢 Low risk
0513-RBGPE,37,Two year,DSL,62.8,2.4,🟢 Low risk
5702-KVQRD,71,Two year,DSL,82.55,2.4,🟢 Low risk
4703-MQYKT,21,Two year,No,19.6,2.4,🟢 Low risk
0412-UCCNP,55,Two year,DSL,59.2,2.4,🟢 Low risk
1090-ESELR,72,Two year,Fiber optic,105.5,2.4,🟢 Low risk
4163-NCJAK,46,One year,No,24.45,2.4,🟢 Low risk
3474-BAFSJ,57,Two year,DSL,57.5,2.4,🟢 Low risk
6898-RBTLU,49,Two year,DSL,79.3,2.4,🟢 Low risk
7633-MVPUY,57,Two year,DSL,59.75,2.4,🟢 Low risk
2040-LDIWQ,65,Two year,DSL,84.2,2.4,🟢 Low risk
6696-YDAYZ,16,Two year,No,20.5,2.4,🟢 Low risk
9479-HYNYL,71,Two year,DSL,80.7,2.4,🟢 Low risk
9945-PSVIP,25,Two year,No,18.7,2.4,🟢 Low risk
2000-DHJUY,70,Two year,DSL,92.2,2.4,🟢 Low risk
6518-KZXCB,22,Two year,No,25.25,2.4,🟢 Low risk
1699-TLDLZ,16,Two year,No,19.7,2.4,🟢 Low risk
1534-OULXE,61,One year,DSL,49.7,2.4,🟢 Low risk
7153-CHRBV,57,One year,DSL,59.3,2.4,🟢 Low risk
8821-KVZKQ,70,One year,DSL,58.4,2.4,🟢 Low risk
6023-GSSXW,69,Two year,DSL,61.45,2.4,🟢 Low risk
7061-OVMIM,30,One year,No,19.55,2.4,🟢 Low risk
8067-NIOYM,24,Two year,No,21.1,2.4,🟢 Low risk
7138-GIRSH,50,Two year,DSL,69.5,2.4,🟢 Low risk
9194-GFVOI,42,Two year,DSL,84.35,2.4,🟢 Low risk
3161-ONRWK,60,One year,DSL,65.85,2.4,🟢 Low risk
9824-QCJPK,36,One year,No,20.0,2.4,🟢 Low risk
0654-PQKDW,62,One year,DSL,70.75,2.4,🟢 Low risk
3547-LQRIK,47,One year,No,26.9,2.4,🟢 Low risk
8571-ZCMCX,47,Two year,DSL,60.0,2.4,🟢 Low risk
8884-FEEWR,35,One year,No,20.6,2.4,🟢 Low risk
8144-DGHXP,54,Two year,DSL,80.6,2.4,🟢 Low risk
1265-BCFEO,71,Two year,DSL,80.45,2.4,🟢 Low risk
8265-HKSOW,72,Two year,Fiber optic,107.45,2.4,🟢 Low risk
2753-JMMCV,65,Two year,DSL,74.2,2.4,🟢 Low risk
0234-TEVTT,48,One year,DSL,45.0,2.4,🟢 Low risk
5199-FPUSP,33,One year,DSL,34.05,2.4,🟢 Low risk
7779-ORAEL,45,Two year,DSL,75.15,2.4,🟢 Low risk
4664-NJCMS,33,Two year,DSL,59.55,2.4,🟢 Low risk
1929-ZCBHE,47,One year,DSL,40.3,2.4,🟢 Low risk
5129-HHMZC,43,Two year,DSL,86.45,2.4,🟢 Low risk
7781-EWARA,70,One year,DSL,60.35,2.4,🟢 Low risk
2683-JXWQQ,61,Month-to-month,DSL,33.6,2.4,🟢 Low risk
3654-ARMGP,61,Two year,DSL,88.65,2.4,🟢 Low risk
7711-YIJWC,61,One year,DSL,84.9,2.3,🟢 Low risk
7501-IWUNG,61,Two year,DSL,73.8,2.3,🟢 Low risk
2725-IWWBA,46,One year,DSL,56.9,2.3,🟢 Low risk
4547-FZJWE,55,One year,DSL,59.45,2.3,🟢 Low risk
6504-VBLFL,55,Two year,DSL,58.6,2.3,🟢 Low risk
2123-VSCOT,59,Two year,DSL,72.1,2.3,🟢 Low risk
3638-WEABW,58,Two year,DSL,59.9,2.3,🟢 Low risk
6048-NJXHX,41,Two year,No,19.75,2.3,🟢 Low risk
2252-NKNSI,52,Two year,DSL,85.15,2.3,🟢 Low risk
2302-OUZXB,72,Two year,DSL,82.15,2.3,🟢 Low risk
7338-ERIVA,39,One year,DSL,45.05,2.3,🟢 Low risk
5130-YPIRV,62,Two year,DSL,72.0,2.3,🟢 Low risk
8766-PAFNE,71,Two year,DSL,79.1,2.3,🟢 Low risk
7503-MIOGA,72,Two year,DSL,89.85,2.3,🟢 Low risk
1525-LNLOJ,66,Two year,DSL,63.3,2.3,🟢 Low risk
3486-NPGST,36,One year,No,19.55,2.3,🟢 Low risk
1088-CNNKB,63,One year,DSL,80.0,2.3,🟢 Low risk
3401-URHDA,51,One year,DSL,59.9,2.3,🟢 Low risk
3891-NLXJB,37,Two year,DSL,40.55,2.3,🟢 Low risk
1092-WPIVQ,18,Two year,No,25.1,2.3,🟢 Low risk
4381-MHQDC,47,Two year,DSL,65.0,2.3,🟢 Low risk
6772-WFQRD,40,One year,No,20.4,2.3,🟢 Low risk
5668-MEISB,72,Two year,Fiber optic,106.1,2.3,🟢 Low risk
8672-OAUPW,51,One year,DSL,47.85,2.3,🟢 Low risk
3129-AAQOU,19,Two year,No,25.6,2.3,🟢 Low risk
5862-BRIXZ,46,Two year,DSL,60.75,2.3,🟢 Low risk
4980-URKXC,36,One year,No,20.85,2.3,🟢 Low risk
2863-IMQDR,61,Two year,DSL,89.65,2.3,🟢 Low risk
4342-HFXWS,48,One year,DSL,69.7,2.3,🟢 Low risk
1403-LKLIK,33,One year,No,20.1,2.2,🟢 Low risk
0757-WCUUZ,54,Two year,DSL,63.35,2.2,🟢 Low risk
4111-BNXIF,67,Two year,DSL,59.55,2.2,🟢 Low risk
6120-RJKLU,62,Two year,DSL,79.95,2.2,🟢 Low risk
4293-ETKAP,65,Two year,DSL,79.4,2.2,🟢 Low risk
8277-RVRSV,33,One year,No,24.15,2.2,🟢 Low risk
5498-IBWPI,66,One year,DSL,49.4,2.2,🟢 Low risk
9385-NXKDA,72,Two year,DSL,82.65,2.2,🟢 Low risk
2892-GESUL,18,Two year,No,19.35,2.2,🟢 Low risk
8050-DVOJX,49,Two year,DSL,81.35,2.2,🟢 Low risk
8060-HIWJJ,64,Two year,DSL,86.55,2.2,🟢 Low risk
5321-NTRKC,66,Two year,DSL,79.85,2.2,🟢 Low risk
9958-MEKUC,72,Two year,Fiber optic,103.95,2.2,🟢 Low risk
0902-RFHOF,38,One year,No,20.1,2.2,🟢 Low risk
2335-GSODA,23,Two year,DSL,40.1,2.2,🟢 Low risk
6229-UOLQL,56,One year,DSL,52.0,2.2,🟢 Low risk
5859-HZYLF,26,Two year,No,19.15,2.2,🟢 Low risk
8390-FESFV,62,Two year,DSL,84.5,2.2,🟢 Low risk
8999-EXMNO,19,Two year,No,20.15,2.2,🟢 Low risk
6963-EZQEE,70,Two year,DSL,88.55,2.2,🟢 Low risk
1930-QPBVZ,68,Two year,Fiber optic,95.1,2.2,🟢 Low risk
7190-XHTWJ,38,One year,No,19.3,2.2,🟢 Low risk
9717-IOAAF,27,Two year,No,25.85,2.2,🟢 Low risk
6563-VRERX,33,One year,No,20.6,2.2,🟢 Low risk
8174-TBVCF,70,Two year,DSL,94.8,2.2,🟢 Low risk
9548-LERKT,24,Two year,No,19.75,2.2,🟢 Low risk
4804-NCPET,19,Two year,No,20.2,2.2,🟢 Low risk
0731-EBJQB,52,One year,No,20.4,2.1,🟢 Low risk
7795-CFOCW,45,One year,DSL,42.3,2.1,🟢 Low risk
9028-LIHRP,71,Two year,Fiber optic,100.2,2.1,🟢 Low risk
1755-FZQEC,39,One year,No,19.9,2.1,🟢 Low risk
5256-SKJGO,64,Two year,DSL,54.6,2.1,🟢 Low risk
4549-ZDQYY,52,One year,DSL,57.95,2.1,🟢 Low risk
5924-SNGKP,41,One year,No,20.25,2.1,🟢 Low risk
1395-WSWXR,24,Two year,No,20.75,2.1,🟢 Low risk
7349-ALMUX,37,Two year,DSL,65.6,2.1,🟢 Low risk
4560-WQAQW,59,One year,DSL,68.7,2.1,🟢 Low risk
6516-NKQBO,38,Two year,DSL,81.0,2.1,🟢 Low risk
6258-PVZWJ,68,Two year,DSL,90.8,2.1,🟢 Low risk
0771-CHWSK,66,Two year,DSL,74.6,2.1,🟢 Low risk
9548-LIGTA,61,Two year,DSL,81.05,2.1,🟢 Low risk
6609-MXJHJ,30,Two year,No,25.1,2.1,🟢 Low risk
6732-VAILE,70,Two year,DSL,85.95,2.1,🟢 Low risk
9885-MFVSU,35,Two year,DSL,46.35,2.1,🟢 Low risk
7328-OWMOM,31,One year,No,20.1,2.1,🟢 Low risk
0254-WWRKD,67,One year,DSL,50.55,2.1,🟢 Low risk
9746-YKGXB,52,One year,DSL,44.25,2.1,🟢 Low risk
3653-NCRDJ,43,One year,No,19.2,2.1,🟢 Low risk
1635-HDGFT,19,Two year,No,20.5,2.1,🟢 Low risk
5792-JALQC,52,Two year,DSL,59.85,2.1,🟢 Low risk
3249-VHRIP,62,Two year,DSL,43.6,2.1,🟢 Low risk
8606-OEGQZ,18,Two year,No,25.3,2.1,🟢 Low risk
9541-ZPSEA,68,Two year,Fiber optic,80.35,2.1,🟢 Low risk
1699-UOTXU,60,Two year,DSL,61.4,2.1,🟢 Low risk
3298-QEICA,23,Two year,DSL,34.6,2.1,🟢 Low risk
0301-KOBTQ,32,Two year,No,20.05,2.1,🟢 Low risk
8327-WKMIE,37,One year,No,20.15,2.1,🟢 Low risk
2606-PKWJB,40,One year,DSL,40.25,2.1,🟢 Low risk
5380-XPJNZ,38,One year,No,20.05,2.1,🟢 Low risk
3378-AJRAO,44,One year,No,24.85,2.1,🟢 Low risk
1830-GGFNM,65,Two year,Fiber optic,94.55,2.1,🟢 Low risk
2404-JIBFC,55,Two year,DSL,85.1,2.1,🟢 Low risk
0440-EKDCF,62,Two year,DSL,60.15,2.1,🟢 Low risk
8645-KOMJQ,69,Two year,DSL,81.95,2.1,🟢 Low risk
8345-MVDYC,45,Two year,DSL,81.65,2.1,🟢 Low risk
1223-UNPKS,20,Two year,No,20.05,2.1,🟢 Low risk
2990-OGYTD,67,Two year,DSL,86.15,2.1,🟢 Low risk
0804-YGEQV,43,One year,No,24.45,2.1,🟢 Low risk
6234-RAAPL,72,Two year,Fiber optic,99.9,2.1,🟢 Low risk
9795-NREXC,64,Two year,DSL,85.0,2.0,🟢 Low risk
0909-SELIE,61,Two year,DSL,80.8,2.0,🟢 Low risk
8008-OTEZX,35,One year,No,19.65,2.0,🟢 Low risk
0602-DDUML,57,Two year,DSL,69.75,2.0,🟢 Low risk
7771-CFQRQ,47,Two year,DSL,63.8,2.0,🟢 Low risk
4006-HKYHO,63,Two year,DSL,86.7,2.0,🟢 Low risk
8414-OOEEL,66,Two year,DSL,79.5,2.0,🟢 Low risk
9830-ECLEN,58,One year,DSL,50.0,2.0,🟢 Low risk
1934-MKPXS,33,One year,No,20.1,2.0,🟢 Low risk
5816-JMLGY,70,Two year,DSL,80.4,2.0,🟢 Low risk
5170-PTRKA,49,One year,DSL,35.8,2.0,🟢 Low risk
7284-ZZLOH,45,Two year,DSL,53.3,2.0,🟢 Low risk
